1.775956284,1.01910828
2.923497268,1.878980892
4.071038251,3.025477707
5.218579235,3.98089172
6.93989071,5.031847134
8.469945355,5.987261146
9.234972678,7.038216561
10.76502732,7.993630573
11.91256831,9.044585987
14.3989071,10
16.12021858,11.05095541
17.65027322,12.00636943
20.90163934,12.96178344
23.19672131,14.01273885
26.44808743,14.96815287
29.69945355,16.01910828
31.99453552,16.87898089
34.28961749,18.02547771
36.20218579,18.88535032
39.07103825,19.93630573
40.98360656,21.08280255
42.70491803,22.03821656
45.19125683,22.99363057
48.06010929,23.94904459
50.35519126,25
53.03278689,26.05095541
55.51912568,27.00636943
56.47540984,27.96178344
58.38797814,29.01273885
61.2568306,30.06369427
62.59562842,31.01910828
64.12568306,32.07006369
66.2295082,32.92993631
67.37704918,33.98089172
69.48087432,34.84076433
71.77595628,36.08280255
72.73224044,37.03821656
74.07103825,38.08917197
75.0273224,38.94904459
75.98360656,39.8089172
76.36612022,40.95541401
78.27868852,42.00636943
79.04371585,42.96178344
79.42622951,44.01273885
80.19125683,45.06369427
80.76502732,45.92356688
80.95628415,47.07006369
80.95628415,47.92993631
81.72131148,48.98089172
81.91256831,50.03184713
82.4863388,50.98726115
82.67759563,52.03821656
82.86885246,52.99363057
83.25136612,54.04458599
83.25136612,55
83.44262295,55.95541401
83.82513661,57.00636943
84.01639344,58.05732484
84.01639344,59.01273885
84.01639344,59.96815287
84.59016393,61.01910828
84.78142077,61.97452229
84.78142077,62.92993631
84.78142077,63.98089172
84.78142077,65.03184713
84.9726776,65.98726115
85.16393443,66.94267516
85.35519126,68.08917197
85.54644809,69.04458599
85.54644809,70
85.54644809,71.05095541
85.54644809,71.91082803
