"","w","mean_inc","occurrences"
"1",0.152231353863775,97.775652058656,772
"2",0.152877753017072,100.431089891934,801
"3",0.162707023569986,89.0010672119318,665
"4",0.163693040539509,90.6057253128741,670
"5",0.165286800595005,76.5795789667588,727
"6",0.166073854352838,88.8986655448787,646
"7",0.168554399516485,81.5279456713018,619
"8",0.169929314734253,100.896081381761,652
"9",0.171576351131972,100.116877224542,652
"10",0.171650736854711,87.1607557842296,650
"11",0.172425320271296,105.063860375763,684
"12",0.172448620516548,101.03032679899,610
"13",0.174264466057169,108.166257158925,592
"14",0.174578482998532,82.2318522989282,615
"15",0.175543753731649,90.4554955060326,612
"16",0.175789561231856,92.5533286661209,558
"17",0.177442603496349,75.9506957469996,622
"18",0.177916268643732,99.8473072742437,550
"19",0.178289963165385,102.173635067183,563
"20",0.17889777041543,71.730936839358,603
"21",0.179059513342324,87.8275697836006,580
"22",0.179327348749212,97.2196719475277,595
"23",0.179698568690524,95.8796781357607,601
"24",0.180380719360289,105.010208772187,613
"25",0.180578325550154,88.254802994381,586
"26",0.181278889773392,90.5413386829238,587
"27",0.181582544529988,102.566513686016,618
"28",0.181714664634775,88.7056028591942,573
"29",0.181892722447881,98.1020563777151,570
"30",0.182161383841101,81.1862319405888,571
"31",0.182994964619401,96.9501133780976,577
"32",0.183429508424868,94.4268058048942,609
"33",0.184966762132988,117.522403156454,564
"34",0.185057187484304,87.1133307176183,526
"35",0.185434180056558,94.4620878665353,496
"36",0.185684557262152,102.74391731284,522
"37",0.187436508897135,155.837526480198,530
"38",0.187704539626499,86.4745784375611,508
"39",0.187993504762972,91.0933752290499,529
"40",0.188011260660212,97.5725492178601,539
"41",0.188400074488339,144.893186811733,463
"42",0.188485603548918,86.8869712311867,509
"43",0.18849876106376,103.559756279185,557
"44",0.189214531008124,81.4211631954591,554
"45",0.189341665388012,108.29896348177,549
"46",0.189648683455211,83.6792539974971,471
"47",0.189956843288763,99.1433893805741,515
"48",0.190526452998368,100.861462175704,515
"49",0.190954536359608,75.308715362346,464
"50",0.191079122807032,128.458459052464,537
"51",0.191170549382161,91.1054670548764,479
"52",0.191397456111511,93.7954137507442,501
"53",0.191628245062348,94.7200078108309,480
"54",0.192160035851245,85.3178985973696,488
"55",0.192886904234394,128.937078942752,499
"56",0.193369034911039,93.3273812749141,485
"57",0.194280851928352,98.1883958662752,457
"58",0.195241149000056,99.0957055116358,488
"59",0.195264483293924,100.755625352572,496
"60",0.19560572178677,78.4004185134224,516
"61",0.195855463086138,114.191255359934,487
"62",0.195904077243451,100.738190056072,463
"63",0.195988970031288,80.8802794289114,484
"64",0.196000715459281,117.57736218033,461
"65",0.196116892263015,127.080109166395,507
"66",0.196216799923859,92.4841114506741,446
"67",0.196650497700883,85.810918749234,457
"68",0.197167171774072,87.8487682786698,501
"69",0.197218985268766,95.7674050846378,482
"70",0.197474133354915,81.4892712721742,459
"71",0.197645300107416,75.2895586425651,444
"72",0.198141113878234,91.1192530530778,429
"73",0.198807671755731,76.2294447681741,492
"74",0.200178577469435,125.337878488966,447
"75",0.200202158753981,96.6024604019983,422
"76",0.200771453034469,97.3473263482881,462
"77",0.201802942473561,85.2694697370742,483
"78",0.201983380265992,96.653305174674,470
"79",0.201995659750147,98.7206740853693,410
"80",0.202449605130005,114.007394748212,451
"81",0.203250981423885,96.4865989467849,433
"82",0.203904960667351,98.8295017375575,469
"83",0.205079289137815,93.2512477485367,436
"84",0.205341192841436,93.6776710843213,435
"85",0.20538777188101,59.6215733494232,448
"86",0.205844132310521,104.652304287475,426
"87",0.207207250399868,91.9312226139788,395
"88",0.207307897681484,101.305286441205,471
"89",0.207859773534046,84.5254145758215,422
"90",0.208793962339217,106.405877440699,448
"91",0.209123992320795,102.809695157766,423
"92",0.209434427596588,96.4071926543169,465
"93",0.210157110562647,77.2689020140947,439
"94",0.210632977661065,106.207447403215,390
"95",0.212817980050282,81.7867788249183,446
"96",0.213273490718167,94.4811196880404,414
"97",0.213882145603108,84.9317674223017,415
"98",0.214305782542027,101.958310944623,392
"99",0.217218169926238,79.6304887848373,379
"100",0.217705944906008,72.0279703944159,398
